date,price,series_type,commodity,state,mandi_name
2023-08-23,1660.0,actual,Tomato,Karnataka,Chintamani
2023-09-01,1000.0,actual,Tomato,Karnataka,Chintamani
2023-09-06,660.0,actual,Tomato,Karnataka,Chintamani
2023-09-08,660.0,actual,Tomato,Karnataka,Chintamani
2023-09-21,530.0,actual,Tomato,Karnataka,Chintamani
2023-09-26,960.0,actual,Tomato,Karnataka,Chintamani
2023-09-27,860.0,actual,Tomato,Karnataka,Chintamani
2023-10-05,660.0,actual,Tomato,Karnataka,Chintamani
2023-10-07,660.0,actual,Tomato,Karnataka,Chintamani
2023-10-08,930.0,actual,Tomato,Karnataka,Chintamani
2023-10-09,860.0,actual,Tomato,Karnataka,Chintamani
2023-10-11,530.0,actual,Tomato,Karnataka,Chintamani
2023-10-12,800.0,actual,Tomato,Karnataka,Chintamani
2023-10-15,660.0,actual,Tomato,Karnataka,Chintamani
2023-10-26,1000.0,actual,Tomato,Karnataka,Chintamani
2023-10-28,1200.0,actual,Tomato,Karnataka,Chintamani
2023-11-01,1200.0,actual,Tomato,Karnataka,Chintamani
2023-11-02,1600.0,actual,Tomato,Karnataka,Chintamani
2023-11-06,1060.0,actual,Tomato,Karnataka,Chintamani
2023-11-07,1226.3241765409875,forecast,Tomato,Karnataka,Chintamani
2023-11-08,983.7913772807606,forecast,Tomato,Karnataka,Chintamani
2023-11-09,794.7494879661153,forecast,Tomato,Karnataka,Chintamani
2023-11-10,829.2297504793314,forecast,Tomato,Karnataka,Chintamani
2023-11-11,911.1770222952528,forecast,Tomato,Karnataka,Chintamani
2023-11-12,807.1154404915997,forecast,Tomato,Karnataka,Chintamani
2023-11-13,824.6304293911635,forecast,Tomato,Karnataka,Chintamani
2023-06-10,800.0,actual,Tomato,Madhya Pradesh,Badwah
2023-06-13,1600.0,actual,Tomato,Madhya Pradesh,Badwah
2023-06-14,1600.0,actual,Tomato,Madhya Pradesh,Badwah
2023-06-15,2200.0,actual,Tomato,Madhya Pradesh,Badwah
2023-06-16,2400.0,actual,Tomato,Madhya Pradesh,Badwah
2023-06-17,1450.0,actual,Tomato,Madhya Pradesh,Badwah
2023-06-18,1900.0,actual,Tomato,Madhya Pradesh,Badwah
2023-06-19,1940.0,actual,Tomato,Madhya Pradesh,Badwah
2023-06-20,2000.0,actual,Tomato,Madhya Pradesh,Badwah
2023-06-21,2200.0,actual,Tomato,Madhya Pradesh,Badwah
2023-06-22,2120.0,actual,Tomato,Madhya Pradesh,Badwah
2023-06-23,2000.0,actual,Tomato,Madhya Pradesh,Badwah
2023-06-24,1800.0,actual,Tomato,Madhya Pradesh,Badwah
2023-06-25,1800.0,actual,Tomato,Madhya Pradesh,Badwah
2023-06-26,2100.0,actual,Tomato,Madhya Pradesh,Badwah
2023-06-27,1540.0,actual,Tomato,Madhya Pradesh,Badwah
2023-06-28,1950.0,actual,Tomato,Madhya Pradesh,Badwah
2023-06-29,2300.0,actual,Tomato,Madhya Pradesh,Badwah
2023-06-30,2000.0,actual,Tomato,Madhya Pradesh,Badwah
2023-07-01,3300.0,actual,Tomato,Madhya Pradesh,Badwah
2023-07-02,3200.0,actual,Tomato,Madhya Pradesh,Badwah
2023-07-03,3000.0,actual,Tomato,Madhya Pradesh,Badwah
2023-07-04,1540.0,actual,Tomato,Madhya Pradesh,Badwah
2023-07-05,3000.0,actual,Tomato,Madhya Pradesh,Badwah
2023-07-06,2500.0,actual,Tomato,Madhya Pradesh,Badwah
2023-07-07,5000.0,actual,Tomato,Madhya Pradesh,Badwah
2023-07-08,3100.0,actual,Tomato,Madhya Pradesh,Badwah
2023-07-09,5000.0,actual,Tomato,Madhya Pradesh,Badwah
2023-07-10,3100.0,actual,Tomato,Madhya Pradesh,Badwah
2023-07-11,1900.0,actual,Tomato,Madhya Pradesh,Badwah
2023-07-12,2000.0,actual,Tomato,Madhya Pradesh,Badwah
2023-07-13,2500.0,actual,Tomato,Madhya Pradesh,Badwah
2023-07-14,2250.0,actual,Tomato,Madhya Pradesh,Badwah
2023-07-15,4000.0,actual,Tomato,Madhya Pradesh,Badwah
2023-07-16,2650.0,actual,Tomato,Madhya Pradesh,Badwah
2023-07-17,4700.0,actual,Tomato,Madhya Pradesh,Badwah
2023-07-18,4000.0,actual,Tomato,Madhya Pradesh,Badwah
2023-07-19,4000.0,actual,Tomato,Madhya Pradesh,Badwah
2023-07-20,5300.0,actual,Tomato,Madhya Pradesh,Badwah
2023-07-21,5300.0,actual,Tomato,Madhya Pradesh,Badwah
2023-07-22,4600.0,actual,Tomato,Madhya Pradesh,Badwah
2023-07-23,3600.0,actual,Tomato,Madhya Pradesh,Badwah
2023-07-24,7900.0,actual,Tomato,Madhya Pradesh,Badwah
2023-07-25,7650.0,actual,Tomato,Madhya Pradesh,Badwah
2023-07-26,7900.0,actual,Tomato,Madhya Pradesh,Badwah
2023-07-27,8400.0,actual,Tomato,Madhya Pradesh,Badwah
2023-07-28,8400.0,actual,Tomato,Madhya Pradesh,Badwah
2023-07-29,7900.0,actual,Tomato,Madhya Pradesh,Badwah
2023-07-30,7600.0,actual,Tomato,Madhya Pradesh,Badwah
2023-07-31,8000.0,actual,Tomato,Madhya Pradesh,Badwah
2023-08-09,8506.0,actual,Tomato,Madhya Pradesh,Badwah
2023-08-13,5200.0,actual,Tomato,Madhya Pradesh,Badwah
2023-08-24,3500.0,actual,Tomato,Madhya Pradesh,Badwah
2023-08-26,2237.0,actual,Tomato,Madhya Pradesh,Badwah
2023-08-27,2200.0,actual,Tomato,Madhya Pradesh,Badwah
2023-08-29,2700.0,actual,Tomato,Madhya Pradesh,Badwah
2023-08-30,2700.0,actual,Tomato,Madhya Pradesh,Badwah
2023-09-02,1900.0,actual,Tomato,Madhya Pradesh,Badwah
2023-09-03,2410.0,actual,Tomato,Madhya Pradesh,Badwah
2023-09-05,2011.0,actual,Tomato,Madhya Pradesh,Badwah
2023-09-06,2200.0,actual,Tomato,Madhya Pradesh,Badwah
2023-09-07,2011.0,actual,Tomato,Madhya Pradesh,Badwah
2023-09-08,2011.0,actual,Tomato,Madhya Pradesh,Badwah
2023-09-09,1800.0,actual,Tomato,Madhya Pradesh,Badwah
2023-09-11,1000.0,actual,Tomato,Madhya Pradesh,Badwah
2023-09-12,1200.0,actual,Tomato,Madhya Pradesh,Badwah
2023-09-14,900.0,actual,Tomato,Madhya Pradesh,Badwah
2023-09-15,1000.0,actual,Tomato,Madhya Pradesh,Badwah
2023-09-24,620.0,actual,Tomato,Madhya Pradesh,Badwah
2023-09-26,600.0,actual,Tomato,Madhya Pradesh,Badwah
2023-09-28,700.0,actual,Tomato,Madhya Pradesh,Badwah
2023-09-29,650.0,actual,Tomato,Madhya Pradesh,Badwah
2023-09-30,700.0,actual,Tomato,Madhya Pradesh,Badwah
2023-10-01,800.0,actual,Tomato,Madhya Pradesh,Badwah
2023-10-02,720.0,actual,Tomato,Madhya Pradesh,Badwah
2023-10-03,710.0,actual,Tomato,Madhya Pradesh,Badwah
2023-10-05,710.0,actual,Tomato,Madhya Pradesh,Badwah
2023-10-07,716.0,actual,Tomato,Madhya Pradesh,Badwah
2023-10-10,800.0,actual,Tomato,Madhya Pradesh,Badwah
2023-10-11,1000.0,actual,Tomato,Madhya Pradesh,Badwah
2023-10-12,1000.0,actual,Tomato,Madhya Pradesh,Badwah
2023-10-14,1200.0,actual,Tomato,Madhya Pradesh,Badwah
2023-10-15,1200.0,actual,Tomato,Madhya Pradesh,Badwah
2023-10-16,1750.0,actual,Tomato,Madhya Pradesh,Badwah
2023-10-18,1650.0,actual,Tomato,Madhya Pradesh,Badwah
2023-10-20,1500.0,actual,Tomato,Madhya Pradesh,Badwah
2023-10-21,1600.0,actual,Tomato,Madhya Pradesh,Badwah
2023-10-22,1650.0,actual,Tomato,Madhya Pradesh,Badwah
2023-10-24,1600.0,actual,Tomato,Madhya Pradesh,Badwah
2023-10-27,1850.0,actual,Tomato,Madhya Pradesh,Badwah
2023-10-28,1800.0,actual,Tomato,Madhya Pradesh,Badwah
2023-10-29,1700.0,actual,Tomato,Madhya Pradesh,Badwah
2023-11-01,2200.0,actual,Tomato,Madhya Pradesh,Badwah
2023-11-02,2100.0,actual,Tomato,Madhya Pradesh,Badwah
2023-11-05,2050.0,actual,Tomato,Madhya Pradesh,Badwah
2023-11-06,2050.0,actual,Tomato,Madhya Pradesh,Badwah
2023-11-07,2189.4017307622707,forecast,Tomato,Madhya Pradesh,Badwah
2023-11-08,2826.8591958285365,forecast,Tomato,Madhya Pradesh,Badwah
2023-11-09,3368.4761456428582,forecast,Tomato,Madhya Pradesh,Badwah
2023-11-10,4085.299674149579,forecast,Tomato,Madhya Pradesh,Badwah
2023-11-11,4655.798878018244,forecast,Tomato,Madhya Pradesh,Badwah
2023-11-12,5583.635391405288,forecast,Tomato,Madhya Pradesh,Badwah
2023-11-13,7201.752541785441,forecast,Tomato,Madhya Pradesh,Badwah
