date,price,series_type,commodity,state,mandi_name
2024-08-08,1572.5,actual,Onion,Madhya Pradesh,Shujalpur
2024-08-09,1777.5,actual,Onion,Madhya Pradesh,Shujalpur
2024-08-10,639.0,actual,Onion,Madhya Pradesh,Shujalpur
2024-08-11,725.0,actual,Onion,Madhya Pradesh,Shujalpur
2024-08-12,1600.0,actual,Onion,Madhya Pradesh,Shujalpur
2024-08-13,1355.0,actual,Onion,Madhya Pradesh,Shujalpur
2024-08-14,1952.5,actual,Onion,Madhya Pradesh,Shujalpur
2024-08-16,3100.0,actual,Onion,Madhya Pradesh,Shujalpur
2024-08-17,1867.5,actual,Onion,Madhya Pradesh,Shujalpur
2024-08-18,830.0,actual,Onion,Madhya Pradesh,Shujalpur
2024-08-20,3351.0,actual,Onion,Madhya Pradesh,Shujalpur
2024-08-21,3400.0,actual,Onion,Madhya Pradesh,Shujalpur
2024-08-22,2040.0,actual,Onion,Madhya Pradesh,Shujalpur
2024-08-23,3400.0,actual,Onion,Madhya Pradesh,Shujalpur
2024-08-26,645.0,actual,Onion,Madhya Pradesh,Shujalpur
2024-08-27,2062.5,actual,Onion,Madhya Pradesh,Shujalpur
2024-08-28,1830.0,actual,Onion,Madhya Pradesh,Shujalpur
2024-08-29,2800.0,actual,Onion,Madhya Pradesh,Shujalpur
2024-08-30,3100.0,actual,Onion,Madhya Pradesh,Shujalpur
2024-08-31,3001.0,actual,Onion,Madhya Pradesh,Shujalpur
2024-09-03,3400.0,actual,Onion,Madhya Pradesh,Shujalpur
2024-09-04,3400.0,actual,Onion,Madhya Pradesh,Shujalpur
2024-09-05,2065.0,actual,Onion,Madhya Pradesh,Shujalpur
2024-09-06,3000.0,actual,Onion,Madhya Pradesh,Shujalpur
2024-09-07,3400.0,actual,Onion,Madhya Pradesh,Shujalpur
2024-09-09,3400.0,actual,Onion,Madhya Pradesh,Shujalpur
2024-09-11,2492.5,actual,Onion,Madhya Pradesh,Shujalpur
2024-09-12,3500.0,actual,Onion,Madhya Pradesh,Shujalpur
2024-09-13,2650.0,actual,Onion,Madhya Pradesh,Shujalpur
2024-09-17,1830.0,actual,Onion,Madhya Pradesh,Shujalpur
2024-09-18,3700.0,actual,Onion,Madhya Pradesh,Shujalpur
2024-09-19,3500.0,actual,Onion,Madhya Pradesh,Shujalpur
2024-09-20,3800.0,actual,Onion,Madhya Pradesh,Shujalpur
2024-09-21,4000.0,actual,Onion,Madhya Pradesh,Shujalpur
2024-09-22,1090.0,actual,Onion,Madhya Pradesh,Shujalpur
2024-09-23,3900.0,actual,Onion,Madhya Pradesh,Shujalpur
2024-09-24,4100.0,actual,Onion,Madhya Pradesh,Shujalpur
2024-09-25,4000.0,actual,Onion,Madhya Pradesh,Shujalpur
2024-09-26,1000.0,actual,Onion,Madhya Pradesh,Shujalpur
2024-09-27,3200.0,actual,Onion,Madhya Pradesh,Shujalpur
2024-09-28,1420.0,actual,Onion,Madhya Pradesh,Shujalpur
2024-09-30,1000.0,actual,Onion,Madhya Pradesh,Shujalpur
2024-10-01,1000.0,actual,Onion,Madhya Pradesh,Shujalpur
2024-10-03,1000.0,actual,Onion,Madhya Pradesh,Shujalpur
2024-10-04,3000.0,actual,Onion,Madhya Pradesh,Shujalpur
2024-10-05,2500.0,actual,Onion,Madhya Pradesh,Shujalpur
2024-10-07,3500.0,actual,Onion,Madhya Pradesh,Shujalpur
2024-10-08,3700.0,actual,Onion,Madhya Pradesh,Shujalpur
2024-10-09,3701.0,actual,Onion,Madhya Pradesh,Shujalpur
2024-10-14,1000.0,actual,Onion,Madhya Pradesh,Shujalpur
2024-10-15,3000.0,actual,Onion,Madhya Pradesh,Shujalpur
2024-10-16,1500.0,actual,Onion,Madhya Pradesh,Shujalpur
2024-10-18,3000.0,actual,Onion,Madhya Pradesh,Shujalpur
2024-10-19,3300.0,actual,Onion,Madhya Pradesh,Shujalpur
2024-10-21,1000.0,actual,Onion,Madhya Pradesh,Shujalpur
2024-10-22,3700.0,actual,Onion,Madhya Pradesh,Shujalpur
2024-10-23,1000.0,actual,Onion,Madhya Pradesh,Shujalpur
2024-10-24,1500.0,actual,Onion,Madhya Pradesh,Shujalpur
2024-10-25,3900.0,actual,Onion,Madhya Pradesh,Shujalpur
2024-10-30,1450.0,actual,Onion,Madhya Pradesh,Shujalpur
2024-11-04,4800.0,actual,Onion,Madhya Pradesh,Shujalpur
2024-11-05,4900.0,actual,Onion,Madhya Pradesh,Shujalpur
2024-11-06,3500.0,actual,Onion,Madhya Pradesh,Shujalpur
2024-11-07,5000.0,actual,Onion,Madhya Pradesh,Shujalpur
2024-11-08,5100.0,actual,Onion,Madhya Pradesh,Shujalpur
2024-11-10,1450.0,actual,Onion,Madhya Pradesh,Shujalpur
2024-11-11,2500.0,actual,Onion,Madhya Pradesh,Shujalpur
2024-11-12,1000.0,actual,Onion,Madhya Pradesh,Shujalpur
2024-11-13,1500.0,actual,Onion,Madhya Pradesh,Shujalpur
2024-11-14,23600.0,actual,Onion,Madhya Pradesh,Shujalpur
2024-11-16,4795.0,actual,Onion,Madhya Pradesh,Shujalpur
2024-11-18,1500.0,actual,Onion,Madhya Pradesh,Shujalpur
2024-11-19,2001.0,actual,Onion,Madhya Pradesh,Shujalpur
2024-11-20,3550.0,actual,Onion,Madhya Pradesh,Shujalpur
2024-11-21,500.0,actual,Onion,Madhya Pradesh,Shujalpur
2024-11-22,3431.0,actual,Onion,Madhya Pradesh,Shujalpur
2024-11-25,3200.0,actual,Onion,Madhya Pradesh,Shujalpur
2024-11-26,1300.0,actual,Onion,Madhya Pradesh,Shujalpur
2024-11-27,1701.0,actual,Onion,Madhya Pradesh,Shujalpur
2024-11-28,1800.0,actual,Onion,Madhya Pradesh,Shujalpur
2024-12-03,3501.0,actual,Onion,Madhya Pradesh,Shujalpur
2024-12-05,1000.0,actual,Onion,Madhya Pradesh,Shujalpur
2024-12-06,3952.0,actual,Onion,Madhya Pradesh,Shujalpur
2025-02-06,2095.0,actual,Onion,Madhya Pradesh,Shujalpur
2025-02-07,1800.0,actual,Onion,Madhya Pradesh,Shujalpur
2025-02-09,830.0,actual,Onion,Madhya Pradesh,Shujalpur
2025-02-10,1500.0,actual,Onion,Madhya Pradesh,Shujalpur
2025-02-11,1927.5,actual,Onion,Madhya Pradesh,Shujalpur
2025-02-13,1650.0,actual,Onion,Madhya Pradesh,Shujalpur
2025-02-15,3000.0,actual,Onion,Madhya Pradesh,Shujalpur
2025-02-16,850.0,actual,Onion,Madhya Pradesh,Shujalpur
2025-02-17,1300.0,actual,Onion,Madhya Pradesh,Shujalpur
2025-02-18,1800.0,actual,Onion,Madhya Pradesh,Shujalpur
2025-02-19,1200.0,actual,Onion,Madhya Pradesh,Shujalpur
2025-02-20,1600.0,actual,Onion,Madhya Pradesh,Shujalpur
2025-02-21,500.0,actual,Onion,Madhya Pradesh,Shujalpur
2025-02-24,1500.0,actual,Onion,Madhya Pradesh,Shujalpur
2025-02-25,1500.0,actual,Onion,Madhya Pradesh,Shujalpur
2025-02-27,1160.0,actual,Onion,Madhya Pradesh,Shujalpur
2025-03-01,1000.0,actual,Onion,Madhya Pradesh,Shujalpur
2025-03-03,2000.0,actual,Onion,Madhya Pradesh,Shujalpur
2025-03-04,1500.0,actual,Onion,Madhya Pradesh,Shujalpur
2025-03-05,1000.0,actual,Onion,Madhya Pradesh,Shujalpur
2025-03-06,1800.0,actual,Onion,Madhya Pradesh,Shujalpur
2025-03-07,1700.0,actual,Onion,Madhya Pradesh,Shujalpur
2025-03-10,1600.0,actual,Onion,Madhya Pradesh,Shujalpur
2025-03-11,500.0,actual,Onion,Madhya Pradesh,Shujalpur
2025-03-12,620.5,actual,Onion,Madhya Pradesh,Shujalpur
2025-03-13,1501.0,actual,Onion,Madhya Pradesh,Shujalpur
2025-03-15,1655.0,actual,Onion,Madhya Pradesh,Shujalpur
2025-03-17,1551.0,actual,Onion,Madhya Pradesh,Shujalpur
2025-03-18,1550.0,actual,Onion,Madhya Pradesh,Shujalpur
2025-03-20,1301.0,actual,Onion,Madhya Pradesh,Shujalpur
2025-03-21,200.0,actual,Onion,Madhya Pradesh,Shujalpur
2025-03-23,750.0,actual,Onion,Madhya Pradesh,Shujalpur
2025-03-24,1450.0,actual,Onion,Madhya Pradesh,Shujalpur
2025-03-25,1600.0,actual,Onion,Madhya Pradesh,Shujalpur
2025-03-26,1450.0,actual,Onion,Madhya Pradesh,Shujalpur
2025-03-27,600.0,actual,Onion,Madhya Pradesh,Shujalpur
2025-04-02,200.0,actual,Onion,Madhya Pradesh,Shujalpur
2025-04-03,500.0,actual,Onion,Madhya Pradesh,Shujalpur
2025-04-04,1217.5,actual,Onion,Madhya Pradesh,Shujalpur
2025-04-05,975.5,actual,Onion,Madhya Pradesh,Shujalpur
2025-04-07,1300.0,actual,Onion,Madhya Pradesh,Shujalpur
2025-04-08,200.0,actual,Onion,Madhya Pradesh,Shujalpur
2025-04-09,200.0,actual,Onion,Madhya Pradesh,Shujalpur
2025-04-11,561.0,actual,Onion,Madhya Pradesh,Shujalpur
2025-04-15,675.0,actual,Onion,Madhya Pradesh,Shujalpur
2025-04-16,900.0,actual,Onion,Madhya Pradesh,Shujalpur
2025-04-17,900.0,actual,Onion,Madhya Pradesh,Shujalpur
2025-04-19,900.0,actual,Onion,Madhya Pradesh,Shujalpur
2025-04-21,200.0,actual,Onion,Madhya Pradesh,Shujalpur
2025-04-22,1000.0,actual,Onion,Madhya Pradesh,Shujalpur
2025-04-23,1000.0,actual,Onion,Madhya Pradesh,Shujalpur
2025-04-24,875.0,actual,Onion,Madhya Pradesh,Shujalpur
2025-04-25,750.0,actual,Onion,Madhya Pradesh,Shujalpur
2025-04-28,800.0,actual,Onion,Madhya Pradesh,Shujalpur
2025-04-29,960.0,actual,Onion,Madhya Pradesh,Shujalpur
2025-04-30,650.0,actual,Onion,Madhya Pradesh,Shujalpur
2025-05-02,300.0,actual,Onion,Madhya Pradesh,Shujalpur
2025-05-03,500.0,actual,Onion,Madhya Pradesh,Shujalpur
2025-05-05,950.0,actual,Onion,Madhya Pradesh,Shujalpur
2025-05-06,1000.0,actual,Onion,Madhya Pradesh,Shujalpur
2025-05-07,200.0,actual,Onion,Madhya Pradesh,Shujalpur
2025-05-08,100.0,actual,Onion,Madhya Pradesh,Shujalpur
2025-05-09,300.0,actual,Onion,Madhya Pradesh,Shujalpur
2025-05-10,620.0,actual,Onion,Madhya Pradesh,Shujalpur
2025-05-13,200.0,actual,Onion,Madhya Pradesh,Shujalpur
2025-05-14,100.0,actual,Onion,Madhya Pradesh,Shujalpur
2025-05-15,483.33,actual,Onion,Madhya Pradesh,Shujalpur
2025-05-16,100.0,actual,Onion,Madhya Pradesh,Shujalpur
2025-05-17,100.0,actual,Onion,Madhya Pradesh,Shujalpur
2025-05-19,100.0,actual,Onion,Madhya Pradesh,Shujalpur
2025-05-20,100.0,actual,Onion,Madhya Pradesh,Shujalpur
2025-05-21,100.0,actual,Onion,Madhya Pradesh,Shujalpur
2025-05-22,505.5,actual,Onion,Madhya Pradesh,Shujalpur
2025-05-23,100.0,actual,Onion,Madhya Pradesh,Shujalpur
2025-05-25,610.0,actual,Onion,Madhya Pradesh,Shujalpur
2025-05-26,100.0,actual,Onion,Madhya Pradesh,Shujalpur
2025-05-28,400.0,actual,Onion,Madhya Pradesh,Shujalpur
2025-05-30,400.0,actual,Onion,Madhya Pradesh,Shujalpur
2025-05-31,300.0,actual,Onion,Madhya Pradesh,Shujalpur
2025-06-01,550.0,actual,Onion,Madhya Pradesh,Shujalpur
2025-06-02,500.0,actual,Onion,Madhya Pradesh,Shujalpur
2025-06-03,300.0,actual,Onion,Madhya Pradesh,Shujalpur
2025-06-04,100.0,actual,Onion,Madhya Pradesh,Shujalpur
2025-06-05,200.0,actual,Onion,Madhya Pradesh,Shujalpur
2025-06-06,100.0,actual,Onion,Madhya Pradesh,Shujalpur
2025-06-10,400.0,actual,Onion,Madhya Pradesh,Shujalpur
2025-06-11,200.0,actual,Onion,Madhya Pradesh,Shujalpur
2025-06-12,1462.2621884082298,forecast,Onion,Madhya Pradesh,Shujalpur
2025-06-13,1417.5958958068893,forecast,Onion,Madhya Pradesh,Shujalpur
2025-06-14,1466.4465376388916,forecast,Onion,Madhya Pradesh,Shujalpur
2025-06-15,895.5168406566925,forecast,Onion,Madhya Pradesh,Shujalpur
2025-06-16,1385.1144101086113,forecast,Onion,Madhya Pradesh,Shujalpur
2025-06-17,1600.607022554954,forecast,Onion,Madhya Pradesh,Shujalpur
2025-06-18,1467.90270667332,forecast,Onion,Madhya Pradesh,Shujalpur
2023-06-06,2250.0,actual,Tomato,Maharashtra,Amrawati (Fruit & Veg Market)
2023-06-07,2100.0,actual,Tomato,Maharashtra,Amrawati (Fruit & Veg Market)
2023-06-09,2100.0,actual,Tomato,Maharashtra,Amrawati (Fruit & Veg Market)
2023-06-10,1800.0,actual,Tomato,Maharashtra,Amrawati (Fruit & Veg Market)
2023-06-11,2400.0,actual,Tomato,Maharashtra,Amrawati (Fruit & Veg Market)
2023-06-12,2250.0,actual,Tomato,Maharashtra,Amrawati (Fruit & Veg Market)
2023-06-13,3000.0,actual,Tomato,Maharashtra,Amrawati (Fruit & Veg Market)
2023-06-14,3000.0,actual,Tomato,Maharashtra,Amrawati (Fruit & Veg Market)
2023-06-16,2500.0,actual,Tomato,Maharashtra,Amrawati (Fruit & Veg Market)
2023-06-17,3000.0,actual,Tomato,Maharashtra,Amrawati (Fruit & Veg Market)
2023-06-18,2750.0,actual,Tomato,Maharashtra,Amrawati (Fruit & Veg Market)
2023-06-19,3750.0,actual,Tomato,Maharashtra,Amrawati (Fruit & Veg Market)
2023-06-20,3000.0,actual,Tomato,Maharashtra,Amrawati (Fruit & Veg Market)
2023-06-21,3250.0,actual,Tomato,Maharashtra,Amrawati (Fruit & Veg Market)
2023-06-23,4000.0,actual,Tomato,Maharashtra,Amrawati (Fruit & Veg Market)
2023-06-24,4750.0,actual,Tomato,Maharashtra,Amrawati (Fruit & Veg Market)
2023-06-25,4750.0,actual,Tomato,Maharashtra,Amrawati (Fruit & Veg Market)
2023-06-26,3750.0,actual,Tomato,Maharashtra,Amrawati (Fruit & Veg Market)
2023-06-27,4000.0,actual,Tomato,Maharashtra,Amrawati (Fruit & Veg Market)
2023-06-28,4100.0,actual,Tomato,Maharashtra,Amrawati (Fruit & Veg Market)
2023-06-30,3900.0,actual,Tomato,Maharashtra,Amrawati (Fruit & Veg Market)
2023-07-01,6250.0,actual,Tomato,Maharashtra,Amrawati (Fruit & Veg Market)
2023-07-02,7000.0,actual,Tomato,Maharashtra,Amrawati (Fruit & Veg Market)
2023-07-03,4750.0,actual,Tomato,Maharashtra,Amrawati (Fruit & Veg Market)
2023-07-04,7500.0,actual,Tomato,Maharashtra,Amrawati (Fruit & Veg Market)
2023-07-05,5250.0,actual,Tomato,Maharashtra,Amrawati (Fruit & Veg Market)
2023-07-07,4000.0,actual,Tomato,Maharashtra,Amrawati (Fruit & Veg Market)
2023-07-11,5250.0,actual,Tomato,Maharashtra,Amrawati (Fruit & Veg Market)
2023-07-12,5760.0,actual,Tomato,Maharashtra,Amrawati (Fruit & Veg Market)
2023-07-14,6750.0,actual,Tomato,Maharashtra,Amrawati (Fruit & Veg Market)
2023-07-15,7250.0,actual,Tomato,Maharashtra,Amrawati (Fruit & Veg Market)
2023-07-16,7250.0,actual,Tomato,Maharashtra,Amrawati (Fruit & Veg Market)
2023-07-17,6250.0,actual,Tomato,Maharashtra,Amrawati (Fruit & Veg Market)
2023-07-18,7250.0,actual,Tomato,Maharashtra,Amrawati (Fruit & Veg Market)
2023-07-19,7250.0,actual,Tomato,Maharashtra,Amrawati (Fruit & Veg Market)
2023-07-21,6250.0,actual,Tomato,Maharashtra,Amrawati (Fruit & Veg Market)
2023-07-22,8250.0,actual,Tomato,Maharashtra,Amrawati (Fruit & Veg Market)
2023-07-23,8250.0,actual,Tomato,Maharashtra,Amrawati (Fruit & Veg Market)
2023-07-24,8250.0,actual,Tomato,Maharashtra,Amrawati (Fruit & Veg Market)
2023-07-25,9250.0,actual,Tomato,Maharashtra,Amrawati (Fruit & Veg Market)
2023-07-26,9000.0,actual,Tomato,Maharashtra,Amrawati (Fruit & Veg Market)
2023-07-28,8250.0,actual,Tomato,Maharashtra,Amrawati (Fruit & Veg Market)
2023-07-29,10500.0,actual,Tomato,Maharashtra,Amrawati (Fruit & Veg Market)
2023-07-30,10500.0,actual,Tomato,Maharashtra,Amrawati (Fruit & Veg Market)
2023-07-31,10500.0,actual,Tomato,Maharashtra,Amrawati (Fruit & Veg Market)
2023-08-01,11500.0,actual,Tomato,Maharashtra,Amrawati (Fruit & Veg Market)
2023-08-02,11500.0,actual,Tomato,Maharashtra,Amrawati (Fruit & Veg Market)
2023-08-04,12500.0,actual,Tomato,Maharashtra,Amrawati (Fruit & Veg Market)
2023-08-05,9500.0,actual,Tomato,Maharashtra,Amrawati (Fruit & Veg Market)
2023-08-06,8250.0,actual,Tomato,Maharashtra,Amrawati (Fruit & Veg Market)
2023-08-07,8250.0,actual,Tomato,Maharashtra,Amrawati (Fruit & Veg Market)
2023-08-08,8500.0,actual,Tomato,Maharashtra,Amrawati (Fruit & Veg Market)
2023-08-09,8500.0,actual,Tomato,Maharashtra,Amrawati (Fruit & Veg Market)
2023-08-11,6500.0,actual,Tomato,Maharashtra,Amrawati (Fruit & Veg Market)
2023-08-12,5750.0,actual,Tomato,Maharashtra,Amrawati (Fruit & Veg Market)
2023-08-13,5750.0,actual,Tomato,Maharashtra,Amrawati (Fruit & Veg Market)
2023-08-14,5750.0,actual,Tomato,Maharashtra,Amrawati (Fruit & Veg Market)
2023-08-18,4250.0,actual,Tomato,Maharashtra,Amrawati (Fruit & Veg Market)
2023-08-19,4000.0,actual,Tomato,Maharashtra,Amrawati (Fruit & Veg Market)
2023-08-20,3750.0,actual,Tomato,Maharashtra,Amrawati (Fruit & Veg Market)
2023-08-22,3750.0,actual,Tomato,Maharashtra,Amrawati (Fruit & Veg Market)
2023-08-25,2250.0,actual,Tomato,Maharashtra,Amrawati (Fruit & Veg Market)
2023-08-26,2250.0,actual,Tomato,Maharashtra,Amrawati (Fruit & Veg Market)
2023-08-27,2250.0,actual,Tomato,Maharashtra,Amrawati (Fruit & Veg Market)
2023-08-28,2250.0,actual,Tomato,Maharashtra,Amrawati (Fruit & Veg Market)
2023-08-29,1400.0,actual,Tomato,Maharashtra,Amrawati (Fruit & Veg Market)
2023-08-30,1400.0,actual,Tomato,Maharashtra,Amrawati (Fruit & Veg Market)
2023-09-01,1500.0,actual,Tomato,Maharashtra,Amrawati (Fruit & Veg Market)
2023-09-02,1400.0,actual,Tomato,Maharashtra,Amrawati (Fruit & Veg Market)
2023-09-03,1400.0,actual,Tomato,Maharashtra,Amrawati (Fruit & Veg Market)
2023-09-04,1750.0,actual,Tomato,Maharashtra,Amrawati (Fruit & Veg Market)
2023-09-05,1750.0,actual,Tomato,Maharashtra,Amrawati (Fruit & Veg Market)
2023-09-08,1100.0,actual,Tomato,Maharashtra,Amrawati (Fruit & Veg Market)
2023-09-09,1100.0,actual,Tomato,Maharashtra,Amrawati (Fruit & Veg Market)
2023-09-10,900.0,actual,Tomato,Maharashtra,Amrawati (Fruit & Veg Market)
2023-09-11,900.0,actual,Tomato,Maharashtra,Amrawati (Fruit & Veg Market)
2023-09-12,900.0,actual,Tomato,Maharashtra,Amrawati (Fruit & Veg Market)
2023-09-13,900.0,actual,Tomato,Maharashtra,Amrawati (Fruit & Veg Market)
2023-09-15,900.0,actual,Tomato,Maharashtra,Amrawati (Fruit & Veg Market)
2023-09-17,900.0,actual,Tomato,Maharashtra,Amrawati (Fruit & Veg Market)
2023-09-18,900.0,actual,Tomato,Maharashtra,Amrawati (Fruit & Veg Market)
2023-09-19,900.0,actual,Tomato,Maharashtra,Amrawati (Fruit & Veg Market)
2023-09-20,900.0,actual,Tomato,Maharashtra,Amrawati (Fruit & Veg Market)
2023-09-21,1100.0,actual,Tomato,Maharashtra,Amrawati (Fruit & Veg Market)
2023-09-22,900.0,actual,Tomato,Maharashtra,Amrawati (Fruit & Veg Market)
2023-09-23,900.0,actual,Tomato,Maharashtra,Amrawati (Fruit & Veg Market)
2023-09-24,900.0,actual,Tomato,Maharashtra,Amrawati (Fruit & Veg Market)
2023-09-26,1100.0,actual,Tomato,Maharashtra,Amrawati (Fruit & Veg Market)
2023-09-27,1100.0,actual,Tomato,Maharashtra,Amrawati (Fruit & Veg Market)
2023-10-02,900.0,actual,Tomato,Maharashtra,Amrawati (Fruit & Veg Market)
2023-10-03,900.0,actual,Tomato,Maharashtra,Amrawati (Fruit & Veg Market)
2023-10-04,900.0,actual,Tomato,Maharashtra,Amrawati (Fruit & Veg Market)
2023-10-06,900.0,actual,Tomato,Maharashtra,Amrawati (Fruit & Veg Market)
2023-10-07,900.0,actual,Tomato,Maharashtra,Amrawati (Fruit & Veg Market)
2023-10-08,800.0,actual,Tomato,Maharashtra,Amrawati (Fruit & Veg Market)
2023-10-09,800.0,actual,Tomato,Maharashtra,Amrawati (Fruit & Veg Market)
2023-10-10,900.0,actual,Tomato,Maharashtra,Amrawati (Fruit & Veg Market)
2023-10-13,900.0,actual,Tomato,Maharashtra,Amrawati (Fruit & Veg Market)
2023-10-14,900.0,actual,Tomato,Maharashtra,Amrawati (Fruit & Veg Market)
2023-10-15,1100.0,actual,Tomato,Maharashtra,Amrawati (Fruit & Veg Market)
2023-10-16,1000.0,actual,Tomato,Maharashtra,Amrawati (Fruit & Veg Market)
2023-10-17,1100.0,actual,Tomato,Maharashtra,Amrawati (Fruit & Veg Market)
2023-10-18,1000.0,actual,Tomato,Maharashtra,Amrawati (Fruit & Veg Market)
2023-10-20,1000.0,actual,Tomato,Maharashtra,Amrawati (Fruit & Veg Market)
2023-10-21,1000.0,actual,Tomato,Maharashtra,Amrawati (Fruit & Veg Market)
2023-10-22,1000.0,actual,Tomato,Maharashtra,Amrawati (Fruit & Veg Market)
2023-10-24,1000.0,actual,Tomato,Maharashtra,Amrawati (Fruit & Veg Market)
2023-10-25,1100.0,actual,Tomato,Maharashtra,Amrawati (Fruit & Veg Market)
2023-10-27,1500.0,actual,Tomato,Maharashtra,Amrawati (Fruit & Veg Market)
2023-10-28,1400.0,actual,Tomato,Maharashtra,Amrawati (Fruit & Veg Market)
2023-10-29,1500.0,actual,Tomato,Maharashtra,Amrawati (Fruit & Veg Market)
2023-10-30,1400.0,actual,Tomato,Maharashtra,Amrawati (Fruit & Veg Market)
2023-10-31,1750.0,actual,Tomato,Maharashtra,Amrawati (Fruit & Veg Market)
2023-11-01,1700.0,actual,Tomato,Maharashtra,Amrawati (Fruit & Veg Market)
2023-11-04,1500.0,actual,Tomato,Maharashtra,Amrawati (Fruit & Veg Market)
2023-11-06,1300.0,actual,Tomato,Maharashtra,Amrawati (Fruit & Veg Market)
2023-11-07,1591.9848833527426,forecast,Tomato,Maharashtra,Amrawati (Fruit & Veg Market)
2023-11-08,1321.022320226546,forecast,Tomato,Maharashtra,Amrawati (Fruit & Veg Market)
2023-11-09,1314.8056278547856,forecast,Tomato,Maharashtra,Amrawati (Fruit & Veg Market)
2023-11-10,813.6405594297655,forecast,Tomato,Maharashtra,Amrawati (Fruit & Veg Market)
2023-11-11,900.8295784841612,forecast,Tomato,Maharashtra,Amrawati (Fruit & Veg Market)
2023-11-12,679.17351619436,forecast,Tomato,Maharashtra,Amrawati (Fruit & Veg Market)
2023-11-13,245.12239134577132,forecast,Tomato,Maharashtra,Amrawati (Fruit & Veg Market)
2023-06-06,1200.0,actual,Tomato,Karnataka,Chintamani
2023-06-07,1200.0,actual,Tomato,Karnataka,Chintamani
2023-06-08,1260.0,actual,Tomato,Karnataka,Chintamani
2023-06-09,1660.0,actual,Tomato,Karnataka,Chintamani
2023-06-10,1460.0,actual,Tomato,Karnataka,Chintamani
2023-06-11,1330.0,actual,Tomato,Karnataka,Chintamani
2023-06-12,1660.0,actual,Tomato,Karnataka,Chintamani
2023-06-13,300.0,actual,Tomato,Karnataka,Chintamani
2023-06-14,1733.0,actual,Tomato,Karnataka,Chintamani
2023-06-15,1800.0,actual,Tomato,Karnataka,Chintamani
2023-06-16,1660.0,actual,Tomato,Karnataka,Chintamani
2023-06-17,1460.0,actual,Tomato,Karnataka,Chintamani
2023-06-18,1660.0,actual,Tomato,Karnataka,Chintamani
2023-06-19,2000.0,actual,Tomato,Karnataka,Chintamani
2023-06-20,2000.0,actual,Tomato,Karnataka,Chintamani
2023-06-21,2000.0,actual,Tomato,Karnataka,Chintamani
2023-06-22,2000.0,actual,Tomato,Karnataka,Chintamani
2023-06-23,2300.0,actual,Tomato,Karnataka,Chintamani
2023-06-24,7000.0,actual,Tomato,Karnataka,Chintamani
2023-06-27,4660.0,actual,Tomato,Karnataka,Chintamani
2023-06-28,4660.0,actual,Tomato,Karnataka,Chintamani
2023-06-29,5330.0,actual,Tomato,Karnataka,Chintamani
2023-06-30,6000.0,actual,Tomato,Karnataka,Chintamani
2023-07-01,4660.0,actual,Tomato,Karnataka,Chintamani
2023-07-02,4660.0,actual,Tomato,Karnataka,Chintamani
2023-07-03,4660.0,actual,Tomato,Karnataka,Chintamani
2023-07-04,4660.0,actual,Tomato,Karnataka,Chintamani
2023-07-05,4660.0,actual,Tomato,Karnataka,Chintamani
2023-07-06,4660.0,actual,Tomato,Karnataka,Chintamani
2023-07-07,4660.0,actual,Tomato,Karnataka,Chintamani
2023-07-08,4000.0,actual,Tomato,Karnataka,Chintamani
2023-07-09,4660.0,actual,Tomato,Karnataka,Chintamani
2023-07-10,4660.0,actual,Tomato,Karnataka,Chintamani
2023-07-11,4660.0,actual,Tomato,Karnataka,Chintamani
2023-07-12,6000.0,actual,Tomato,Karnataka,Chintamani
2023-07-13,6000.0,actual,Tomato,Karnataka,Chintamani
2023-07-14,5330.0,actual,Tomato,Karnataka,Chintamani
2023-07-15,5330.0,actual,Tomato,Karnataka,Chintamani
2023-07-16,5330.0,actual,Tomato,Karnataka,Chintamani
2023-07-17,6000.0,actual,Tomato,Karnataka,Chintamani
2023-07-18,6000.0,actual,Tomato,Karnataka,Chintamani
2023-07-19,6000.0,actual,Tomato,Karnataka,Chintamani
2023-07-20,5330.0,actual,Tomato,Karnataka,Chintamani
2023-07-21,5330.0,actual,Tomato,Karnataka,Chintamani
2023-07-22,6000.0,actual,Tomato,Karnataka,Chintamani
2023-07-23,6000.0,actual,Tomato,Karnataka,Chintamani
2023-07-24,6000.0,actual,Tomato,Karnataka,Chintamani
2023-07-25,8000.0,actual,Tomato,Karnataka,Chintamani
2023-07-26,7330.0,actual,Tomato,Karnataka,Chintamani
2023-07-27,7330.0,actual,Tomato,Karnataka,Chintamani
2023-07-28,7330.0,actual,Tomato,Karnataka,Chintamani
2023-07-29,8000.0,actual,Tomato,Karnataka,Chintamani
2023-07-30,8000.0,actual,Tomato,Karnataka,Chintamani
2023-07-31,8000.0,actual,Tomato,Karnataka,Chintamani
2023-08-01,9330.0,actual,Tomato,Karnataka,Chintamani
2023-08-02,6660.0,actual,Tomato,Karnataka,Chintamani
2023-08-03,6000.0,actual,Tomato,Karnataka,Chintamani
2023-08-04,6000.0,actual,Tomato,Karnataka,Chintamani
2023-08-05,4660.0,actual,Tomato,Karnataka,Chintamani
2023-08-06,6000.0,actual,Tomato,Karnataka,Chintamani
2023-08-07,6000.0,actual,Tomato,Karnataka,Chintamani
2023-08-10,2660.0,actual,Tomato,Karnataka,Chintamani
2023-08-11,3330.0,actual,Tomato,Karnataka,Chintamani
2023-08-18,2660.0,actual,Tomato,Karnataka,Chintamani
2023-08-20,2000.0,actual,Tomato,Karnataka,Chintamani
